"","Tweet","Time Stamp","Twitter Handle","Latitude","Longitude","Topic"
"71","Ted Cruz 'Fuck #PlannedParenthood and every woman who gets cancer screening through it!' #TYTlive #GOPDebate","Fri Feb 26 02:48:45 +0000 2016","LanceVandergras",39.789929,"-84.2919815","reproductive_rights"
"72",".@tedcruz -@realDonaldTrump thinks #PlannedParenthood is wonderful #GOPDebate https://t.co/7QjC5Qfmqc","Fri Feb 26 02:53:36 +0000 2016","powers_dawn",41.9382285,"-93.389864","reproductive_rights"
"73","Listen to the song Unborn Baby https://t.co/05yBx8qQSA #prolife #chooselife #livesmatter #TedCruz https://t.co/xceyl3aUej","Fri Feb 26 14:45:13 +0000 2016","jonngainesville",27.698682,"-83.804475","reproductive_rights"
"74","Only @JohnKasich @marcorubio @tedcruz seem sincere pro-life. Until @GOP adopts anti-abortion plank pro-lifers should coalesce @demsforlife.","Fri Feb 26 19:47:26 +0000 2016","soholan",35.1704985,"-79.861034","reproductive_rights"
"75","@JohannesDreijer @LuminatedSlave You refer to former @Hillary frmerSec.of State&amp;Pres.cand w/SSdetail. Hashtag is sexist/violent Delete❗️","Sat Feb 27 01:26:01 +0000 2016","ShirlsAdams",38.0033755,"-79.420865","feminism"
"76","@Davephelps15 @NoRapeeFugees @glennbeck @marklevinshow @DLoesch @tedcruz  wow  so this is what it's come to  this all you have?","Sat Feb 27 02:42:13 +0000 2016","YugeMilo",47.614817,"-122.3306025","violence_against_women"
"77","@lgib15 #HillaryLie yes stupid ass only voted yea because VAWA was in it. Make up your mind. Is #Bernie a racist or a sexist?","Sat Feb 27 23:32:17 +0000 2016","Indomitable69",40.734494,"-74.184848","feminism"
"78","@tedcruz @PatrickSvitek @GovAbbott @GovernorPerry Leaning toward Trump but wanted to say you are SO lucky to have endorsement of Gov Abbott!","Sun Feb 28 01:28:45 +0000 2016","giavonnigibson1",33.6311395,"-80.926628","professional_gap"
"79","The position of @tedcruz  on abortion will result in the deaths of many women. https://t.co/YMNmaVakGx","Sun Feb 28 01:38:28 +0000 2016","biloxichoctaw",30.086918,"-94.1286335","reproductive_rights"
"80","MSNBC's misogyny- At 10%vote inNH He only 1% more said Sanders wins NH. Hillary has 74% in SC with 75% of vote in 'Clinton projected winner'","Sun Feb 28 02:03:16 +0000 2016","ciardha",38.195555,"-85.7223455","men"
"81",".@realDonaldTrump leaning toward Trump  .@SenTedCruz  .@SenMarco #JanBrewer #SheriffArpaio #JerryFalwellJr have endorsed Trump.","Sun Feb 28 05:37:36 +0000 2016","rcsyoungusanet",38.997936,"-105.5508905","professional_gap"
"82","#VotesforWomen #Suffragettes were beaten  arrested  tortured so we could vote. Vote for .@HillaryClinton #I'mWithHer https://t.co/CTiK9ZCgaS","Sun Feb 28 09:40:47 +0000 2016","okerlund61",36.7632155,"-76.2958955","feminism"
"83","Agreed and it'll be some #sexism POS like 'Buyers Remorse' #BernieSanders advocated.  #ImWithHer #HillaryClinton    https://t.co/yDwhMBjyka","Sun Feb 28 15:32:33 +0000 2016","KoriWasinger",26.721896,"-80.1226195","feminism"
"84","https://t.co/RJahWN1agM #ivanatrump #violated by #DonDiablo #ViolenceAgainstWomen #futureswithoutviolence #horrificSexualAssult #Wtf","Sun Feb 28 22:11:03 +0000 2016","MsRuthedelaRosa",33.226316,"-117.320879","violence_against_women"
"85","@realDonaldTrump maybe you should research what racism means   apparently even @tedcruz knows the KKK is morally wrong. #Election2016 #Cmon","Mon Feb 29 05:31:37 +0000 2016","Space_wookie",38.9201425,"-80.1818345","intersectionality"
"86","Was leaning @marcorubio but due 2 uncivil comments  no longer on my list. Will b @realDonaldTrump or @SenTedCruz  https://t.co/8Np1Ly2pJu","Mon Feb 29 17:38:59 +0000 2016","MtwnPatriot",40.0730405,"-74.7243235","professional_gap"
"87","MT @TeriGRight: We're #OneJusticeAway from a pro abortion court. Vote #ProLife  Vote #TedCruz https://t.co/qkPTK3vapc #CruzCrew #PJNET none","Mon Feb 29 21:48:28 +0000 2016","bobsantero",41.659265,"-73.8765695","reproductive_rights"
"88","@CowboysMarilyn I'm leaning toward @RealBenCarson myself. Don't care for Cruz or Rubio myself either. Meh. Can't vote for Trump. He's lying","Tue Mar 01 22:13:12 +0000 2016","dopeyish",32.1893905,"-110.9155735","professional_gap"
"89","Telling me to 'grow a pair' because I'm liberal or voted for Hillary is a quick way to get blocked &amp; prove you're sexist bag of shit.","Wed Mar 02 00:33:17 +0000 2016","CoreyAStewart",37.6569095,"-77.6185945","feminism"
"90","@perryjanssen and look at his stance on abortion.. Then be smart and vote for TRUE CONSERVATIVES like Ted Cruz and Marco Rubio","Wed Mar 02 03:09:58 +0000 2016","perryjanssen",37.074757,"-88.643038","reproductive_rights"
